,ref,doi,pub_link,doi_short,meta,indigenous,local,knowledge
10,"Adger, W.N., 2010: Climate change, human well-being and insecurity. New Political Economy, 15(2), 275-292.",https://doi.org/10.1080/13563460903290912,https://www.tandfonline.com/doi/full/10.1080/13563460903290912,10.1080/13563460903290912,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
11,"Adger, W.N., D.R. Nelson, K. Brown, F. Berkes, H. Eakin, C. Folke, K. Galvin, L. Gunderson, M. Goulden, K. O'Brien, J. Ruitenbeek, and E.L. Tompkins, 2011b: Resilience implications of policy responses to climate change. Wiley Interdisciplinary Reviews: Climate Change 2(5), 757-766.",https://doi.org/10.1002/wcc.133,https://onlinelibrary.wiley.com/doi/10.1002/wcc.133,10.1002/wcc.133,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
12,"Adger, W.N., J. Barnett, F.S. Chapin III, and H. Ellemor, 2011a: This must be the place: under representation of identity and meaning in climate change decision-making. Global Environmental Politics, 11(2), 1-25.",https://doi.org/10.1162/GLEP_a_00051,https://direct.mit.edu/glep/article/11/2/1-25/14504,10.1162/GLEP_a_00051,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,0
13,"Adger,W.N., J. Barnett, K. Brown, N. Marshall, and K. O'Brien, 2013: Cultural dimensions of climate change impacts and adaptation. Nature Climate Change, 3(2), 112- 117.",https://doi.org/10.1038/nclimate1666,https://www.nature.com/articles/nclimate1666,10.1038/nclimate1666,Publisher link; Couldn't analyze abstract,,,
14,"Adler, C.E., D. McEvoy, P. Chhetri, and E. Kruk, 2013: The role of tourism in a changing climate for conservation and development. A problem-oriented study in the Kailash Sacred Landscape, Nepal. Policy Sciences, 46(2), 161-178.",https://doi.org/10.1007/s11077-012-9168-4,https://link.springer.com/article/10.1007/s11077-012-9168-4,10.1007/s11077-012-9168-4,Publisher link; Analyzed abstract; Couldn't export the abstract,0,3,1
15,"Adrianto, L. and Y. Matsuda, 2002: Developing economic vulnerability indices of environmental disasters in small island regions. Environmental Impact Assessment Review, 22(4), 393-414.",https://doi.org/10.1016/S0195-9255(02)00012-4,https://linkinghub.elsevier.com/retrieve/pii/S0195925502000124,10.1016/S0195-9255(02)00012-4,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
16,"Afifi, T. and J. Jäger (eds.), 2010: Environment, Forced Migration and Social Vulnerability. Springer-Verlag Berlin Heidelberg, Germany, 271 pp.",https://doi.org/10.1007/978-3-642-12416-7,https://link.springer.com/book/10.1007/978-3-642-12416-7,10.1007/978-3-642-12416-7,Publisher link; Couldn't analyze abstract,,,
17,"Ahmed, S.A., N.S. Diffenbaugh, and T.W. Hertel, 2009: Climate volatility deepens poverty vulnerability in developing countries. Environmental Research Letters, 4(3), 034004, doi:10.1088/1748-9326/4/3/034004.",https://doi.org/10.1088/1748-9326/4/3/034004,https://validate.perfdrive.com/?ssa=e4fdc2f5-d13e-461c-bae1-058b07664c43&ssb=87664281834&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1748-9326%2F4%2F3%2F034004&ssi=ca8c4176-8427-4df6-b743-e4e88f37f8e7&ssk=support@shieldsquare.com&ssm=42298299800546995109105275664364&ssn=35d8d052d1aad31ac91cb9c47c9c5db5c4376b3ea422-a893-4ab9-9a065f&sso=ab4f97b3-a01de1bce96eb444b10ac0ea897fe7567e0e1a25b3830f85&ssp=45014021991659172529165912726118147&ssq=13984651949374491717919493627996537291399&ssr=MTMxLjEwNC4yMy45NA==&sst=python-requests/2.26.0&ssv=&ssw=&ssx=W10=,10.1088/1748-9326/4/3/034004,Publisher link; Couldn't analyze abstract,,,
18,"Ali, S. and J. Marton-LaFevre (eds.), 2007: Peace Parks: Conservation and Conflict Resolution. MIT Press, Cambridge, MA, USA, 406 pp.",https://doi.org/10.7551/mitpress/7433.001.0001,https://direct.mit.edu/books/book/4364/Peace-ParksConservation-and-Conflict-Resolution,10.7551/mitpress/7433.001.0001,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
19,"Alkire, S., 2003: Concepts of human security. In: Human Insecurity in a Global World [Chen, L.C., S. Fukuda-Parr, and E. Seidensticker (eds.)]. Harvard University Press, Cambridge, MA, USA, pp. 15-40.",,,,,,,
20,"Anderson, M., L. Holcombe, and D. Williams, 2007: Reducing landslide risk in areas of unplanned housing in the Caribbean - a Government-Community partnership model. Journal of International Development, 19(2), 205-221.",https://doi.org/10.1002/jid.1336,https://onlinelibrary.wiley.com/doi/10.1002/jid.1336,10.1002/jid.1336,Publisher link; Couldn't analyze abstract,,,
21,"Angassa, A. and G. Oba, 2008: Herder perceptions on impacts of range enclosures, crop farming, fire ban and bush encroachment on the rangelands of Borana, Southern Ethiopia. Human Ecology, 36(2), 201-215.",https://doi.org/10.1007/s10745-007-9156-z,https://link.springer.com/article/10.1007/s10745-007-9156-z,10.1007/s10745-007-9156-z,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,3
22,"Anik, S.I. and M.A.S.A. Khan, 2012: Climate change adaptation through local knowledge in the north eastern region of Bangladesh. Mitigation and Adaptation Strategies for Global Change, 17, 879-896.",https://doi.org/10.1007/s11027-011-9350-6,https://link.springer.com/article/10.1007/s11027-011-9350-6,10.1007/s11027-011-9350-6,Publisher link; Analyzed abstract; Couldn't export the abstract,0,5,3
23,"Ardalan, A., K.H. Naieni, M. Mahmoodi, A.M. Zanganeh, A.A. Keshtkar, M.R. Honarvar, and M.J. Kabir, 2010: Flash flood preparedness in Golestan province of Iran: a community intervention trial. American Journal of Disaster Medicine, 5(4), 197- 214.",https://doi.org/10.5055/ajdm.2010.0025,https://www.wmpllc.org/ojs/index.php/ajdm/article/view/1989,10.5055/ajdm.2010.0025,Publisher link; Couldn't analyze abstract,,,
24,"Arenstam Gibbons, S.J. and R.J. Nicholls, 2006: Island abandonment and sea-level rise: an historical analog from the Chesapeake Bay, USA. Global Environmental Change, 16(1), 40-47.",https://doi.org/10.1016/j.gloenvcha.2005.10.002,https://linkinghub.elsevier.com/retrieve/pii/S0959378005000579,10.1016/j.gloenvcha.2005.10.002,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
25,"Armitage, D., F. Berkes, A. Dale, E. Kocho-Schellenberg, and E. Patton, 2011: Co- management and the co-production of knowledge: learning to adapt in Canada's Arctic. Global Environmental Change, 21(3), 995-1004.",https://doi.org/10.1016/j.gloenvcha.2011.04.006,https://linkinghub.elsevier.com/retrieve/pii/S0959378011000665,10.1016/j.gloenvcha.2011.04.006,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,8
26,"Arnall, A., 2013: A climate of control: flooding, displacement and planned resettlement in the Lower Zambezi River valley, Mozambique. The Geographical Journal, doi:10.1111/geoj.12036.",https://doi.org/10.1111/geoj.12036,https://onlinelibrary.wiley.com/doi/10.1111/geoj.12036,10.1111/geoj.12036,Publisher link; Couldn't analyze abstract,,,
27,"Artur, L. and D. Hilhorst, 2012: Everyday realities of climate change adaptation in Mozambique. Global Environmental Change, 22(2), 529-536.",https://doi.org/10.1016/j.gloenvcha.2011.11.013,https://linkinghub.elsevier.com/retrieve/pii/S0959378011002007,10.1016/j.gloenvcha.2011.11.013,Publisher link; Analyzed abstract; Couldn't export the abstract,0,2,0
28,"Ashton, A.D., J.P. Jeffrey, P. Donnelly, and R.L. Evans, 2008: A discussion of the potential impacts of climate change on the shorelines of the Northeastern USA. Mitigation and Adaptation Strategies for Global Change, 13(7), 719-743.",https://doi.org/10.1007/s11027-007-9124-3,https://link.springer.com/article/10.1007/s11027-007-9124-3,10.1007/s11027-007-9124-3,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
29,"Awuor, C.B., V.A. Orindi, and A.A. Ochieng, 2008: Climate change and coastal cities: the case of Mombasa, Kenya. Environment and Urbanization, 20(1), 231-242.",https://doi.org/10.1177/0956247808089158,https://journals.sagepub.com/doi/10.1177/0956247808089158,10.1177/0956247808089158,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
30,"Ayers, J.M. and S. Huq, 2009: The value of linking mitigation and adaptation: a case study of Bangladesh. Environmental Management, 43(5), 753-764.",https://doi.org/10.1007/s00267-008-9223-2,https://link.springer.com/article/10.1007/s00267-008-9223-2,10.1007/s00267-008-9223-2,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
31,"B. Goodrich, T. Srebotnjak, C. Aichele, and L. Pistolesi, 2012: Migration and risk: net migration in marginal ecosystems and hazardous areas. Environmental Research Letters, 7(4), 045602, doi:10.1088/1748-9326/7/4/045602.",https://doi.org/10.1088/1748-9326/7/4/045602,https://validate.perfdrive.com/?ssa=6824e0ee-292f-4f56-b78f-96ede18f84ca&ssb=81855291363&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1748-9326%2F7%2F4%2F045602&ssi=eafbb905-8427-48fb-9cc8-9037ea5dd4ca&ssk=support@shieldsquare.com&ssm=39837098118735735105986501888675&ssn=6c24c507222767bc023a608898564a649735bb5b3ae1-608e-41d2-a2e640&sso=ce99a672-e0f917a6ff45d65e8d9af6c29e449f5116f58868536e6189&ssp=49682537841659102969165913367012596&ssq=63181191950128555028319501951719973799119&ssr=MTMxLjEwNC4yMy45NA==&sst=python-requests/2.26.0&ssv=&ssw=&ssx=W10=,10.1088/1748-9326/7/4/045602,Publisher link; Couldn't analyze abstract,,,
32,"B. Pelletiera, 2011: Comparing the role of absolute sea-level rise and vertical tectonic motions in coastal flooding, Torres Islands (Vanuatu). Proceedings of the National Academy of Sciences of the United States of America, 108(32), 13019-13022.",https://doi.org/10.1073/pnas.1102842108,https://pnas.org/doi/full/10.1073/pnas.1102842108,10.1073/pnas.1102842108,Publisher link; Couldn't analyze abstract,,,
33,"B. Sanfo, C. Sia, P. Yaka, and G. Hoogenboom, 2009: From accessing to assessing forecasts: an end-to-end study of participatory climate forecast dissemination in Burkina Faso, West Africa. Climatic Change, 92(3-4), 433-460.",https://doi.org/10.1007/s10584-008-9445-6,https://link.springer.com/article/10.1007/s10584-008-9445-6,10.1007/s10584-008-9445-6,Publisher link; Analyzed abstract; Couldn't export the abstract,0,3,0
34,"Badjeck, M., E. Allison, A. Halls, and N. Dulvy, 2010: Impacts of climate variability and change on fishery-based livelihoods. Marine Policy, 34(3), 375-383.",https://doi.org/10.1016/j.marpol.2009.08.007,https://linkinghub.elsevier.com/retrieve/pii/S0308597X09001237,10.1016/j.marpol.2009.08.007,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,0
35,"Badjeck, M., J. Mendo, M. Wolff, and H. Lange, 2009: Climate variability and the Peruvian scallop fishery: the role of formal institutions in resilience building. Climatic Change, 94(1-2), 211-232.",https://doi.org/10.1007/s10584-009-9545-y,https://link.springer.com/article/10.1007/s10584-009-9545-y,10.1007/s10584-009-9545-y,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,1
36,"Bardsley, D.K. and G.J. Hugo, 2010: Migration and climate change: examining thresholds of change to guide effective adaptation decision-making. Population and Environment, 32(2), 238-262.",https://doi.org/10.1007/s11111-010-0126-9,https://link.springer.com/article/10.1007/s11111-010-0126-9,10.1007/s11111-010-0126-9,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
37,"Barnett, J. and J. Campbell, 2010: Climate Change and Small Island States: Power, Knowledge and the South Pacific. Earthscan, London, UK and Washington, DC, USA, 218 pp.",,,,,,,
38,"Barnett, J. and M. Webber, 2010: Migration as adaptation: opportunities and limits. In: Climate Change and Displacement: Multidisciplinary Perspectives [McAdam,",,,,,,,
39,"Barnett, J. and S. O'Neill, 2010: Maladaptation. Global Environmental Change, 20(2), 211-213.",https://doi.org/10.1016/j.gloenvcha.2009.11.004,https://linkinghub.elsevier.com/retrieve/pii/S0959378009000995,10.1016/j.gloenvcha.2009.11.004,Publisher link; Couldn't analyze abstract,,,
40,"Barnett, J. and S.J. O'Neill, 2012: Islands, resettlement and adaptation. Nature Climate Change, 2(1), 8-10.",https://doi.org/10.1038/nclimate1334,https://www.nature.com/articles/nclimate1334,10.1038/nclimate1334,Publisher link; Couldn't analyze abstract,,,
41,"Barnett, J. and W.N. Adger, 2003: Climate dangers and atoll countries. Climatic Change, 61(3), 321-337.",https://doi.org/10.1023/B:CLIM.0000004559.08755.88,https://link.springer.com/article/10.1023/B:CLIM.0000004559.08755.88,10.1023/B:CLIM.0000004559.08755.88,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
42,"Barnett, J. and W.N. Adger, 2007: Climate change, human security and violent conflict.",https://doi.org/10.1016/j.polgeo.2007.03.003,https://linkinghub.elsevier.com/retrieve/pii/S096262980700039X,10.1016/j.polgeo.2007.03.003,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,0
43,"Barnett, J., 2001: The Meaning of Environmental Security: Ecological Politics and Policy in the New Security Era. Zed Books, London, UK and New York, NY, USA, 184 pp.",,,,,,,
44,"Barnett, J., 2003: Security and climate change. Global Environmental Change, 13(1), 7-17.",https://doi.org/10.1016/S0959-3780(02)00080-8,https://linkinghub.elsevier.com/retrieve/pii/S0959378002000808,10.1016/S0959-3780(02)00080-8,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
45,"Barnett, J., 2006: Climate change, insecurity, and injustice. In: Fairness in Adaptation to Climate Change [Adger, W.N., J. Paavola, S. Huq, and M. Mace (eds.)]. MIT Press, Cambridge, MA, USA, pp. 115-130.",,,,,,,
46,"Barnett, J., 2007: The geopolitics of climate change. Geography Compass, 1(6), 1361- 1375.",https://doi.org/10.1111/j.1749-8198.2007.00066.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1749-8198.2007.00066.x,10.1111/j.1749-8198.2007.00066.x,Publisher link; Couldn't analyze abstract,,,
47,"Barnett, J., 2009: The prize of peace (is eternal vigilance): a cautionary editorial essay on climate geopolitics. Climatic Change, 96(1), 1-6.",https://doi.org/10.1007/s10584-009-9591-5,https://link.springer.com/article/10.1007/s10584-009-9591-5,10.1007/s10584-009-9591-5,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
48,"Barnett, J., R.A. Matthew, and K.L. O'Brien, 2010: Global environmental change and human security: an introduction. In: Global Environmental Change and Human Security [Matthew, R., B. McDonald, and K. O'Brien (eds.)]. MIT Press, Cambridge, MA, USA, pp. 3-31.",,,,,,,
49,"Barrett, C., K. Smith, and P. Box, 2001: Not necessarily in the same boat: heterogeneous risk assessment among east African pastoralists. Journal of Development Studies, 37(5), 1-30.",https://doi.org/10.1080/00220380412331322101,https://www.tandfonline.com/doi/abs/10.1080/00220380412331322101,10.1080/00220380412331322101,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
50,"Barrett, C.B. 2013: Food or consequences: food security and its implications for global sociopolitical stability. In: Food Security and Sociopolitical Stability [Barrett,",https://doi.org/10.1093/acprof:oso/9780199679362.001.0001,https://oxford.universitypressscholarship.com/view/10.1093/acprof:oso/9780199679362.001.0001/acprof-9780199679362,10.1093/acprof:oso/9780199679362.001.0001,Publisher link; Couldn't analyze abstract,,,
51,"Barrett, C.B., 2010: Measuring food security. Science, 327, 825-828.",https://doi.org/10.1126/science.1182768,https://www.science.org/doi/10.1126/science.1182768,10.1126/science.1182768,Publisher link; Couldn't analyze abstract,,,
52,"Barrios, S., L. Bertinelli, and E. Strobl, 2006: Climatic change and rural-urban migration: the case of sub-Saharan Africa. Journal of Urban Economics, 60(3), 357-371.",https://doi.org/10.1016/j.jue.2006.04.005,https://linkinghub.elsevier.com/retrieve/pii/S0094119006000398,10.1016/j.jue.2006.04.005,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
53,"Bates, D.C., 2002: Environmental refugees? Classifying human migrations caused by environmental change. Population and Environment, 23(5), 465-477.",https://doi.org/10.1023/A:1015186001919,https://link.springer.com/article/10.1023/A:1015186001919,10.1023/A:1015186001919,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
54,"Battisti, D.S. and R.L. Naylor, 2009: Historical warnings of future food insecurity with unprecedented seasonal heat. Science, 323(5911), 240-244.",https://doi.org/10.1126/science.1164363,https://www.science.org/doi/10.1126/science.1164363,10.1126/science.1164363,Publisher link; Couldn't analyze abstract,,,
55,"Bell, D., 2004: Environmental refugees: what rights? Which duties? Res Publica,",https://doi.org/10.1023/B:RESP.0000034638.18936.aa,https://link.springer.com/article/10.1023/B:RESP.0000034638.18936.aa,10.1023/B:RESP.0000034638.18936.aa,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
56,"Bell, D., 2013: Climate change and human rights. Wiley Interdisciplinary Reviews: Climate Change, 4,159-170.",https://doi.org/10.1002/wcc.218,https://onlinelibrary.wiley.com/doi/10.1002/wcc.218,10.1002/wcc.218,Publisher link; Couldn't analyze abstract,,,
57,"Bellona, M.R., D. Hodson, and J. Hellin, 2011: Assessing the vulnerability of traditional maize seed systems in Mexico to climate change. Proceedings of the National Academy of Sciences of the United States of America, 108(33), 13432-13437.",https://doi.org/10.1073/pnas.1103373108,https://pnas.org/doi/full/10.1073/pnas.1103373108,10.1073/pnas.1103373108,Publisher link; Couldn't analyze abstract,,,
58,"Benjaminsen, T.A. and B. Ba, 2009: Farmer-herder conflicts, pastoral marginalization, and corruption: a case study from the inland Niger delta of Mali. Geographical Journal 175 (1), 71-81.",https://doi.org/10.1111/j.1475-4959.2008.00312.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1475-4959.2008.00312.x,10.1111/j.1475-4959.2008.00312.x,Publisher link; Couldn't analyze abstract,,,
59,"Benjaminsen, T.A., F. Maganga, and J.M. Abdallah, 2009: The Kilosa killings: political ecology of a farmer-herder conflict in Tanzania. Development and Change, 40 (3), 423-445.",https://doi.org/10.1111/j.1467-7660.2009.01558.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1467-7660.2009.01558.x,10.1111/j.1467-7660.2009.01558.x,Publisher link; Couldn't analyze abstract,,,
60,"Benjaminsen, T.A., K. Alinon, H. Buhaug, and J.T. Buseth, 2012: Does climate change drive land-use conflicts in the Sahel? Journal of Peace Research, 49(1), 97-111.",https://doi.org/10.1177/0022343311427343,https://journals.sagepub.com/doi/10.1177/0022343311427343,10.1177/0022343311427343,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
61,"Berazneva, J. and D.R. Lee, 2013: Explaining the African food riots of 2007-2008: an empirical analysis. Food Policy, 39, 28-39.",https://doi.org/10.1016/j.foodpol.2012.12.007,https://linkinghub.elsevier.com/retrieve/pii/S0306919212001327,10.1016/j.foodpol.2012.12.007,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
62,"Bergholt, D. and P. Lujala, 2012: Climate-related natural disasters, economic growth, and armed civil conflict. Journal of Peace Research, 49(1), 147-162.",https://doi.org/10.1177/0022343311426167,https://journals.sagepub.com/doi/10.1177/0022343311426167,10.1177/0022343311426167,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
63,"Berhe, A.A., 2007: The contribution of landmines to land degradation. Land Degradation and Development, 18(1), 1-15.",https://doi.org/10.1002/ldr.754,https://onlinelibrary.wiley.com/doi/10.1002/ldr.754,10.1002/ldr.754,Publisher link; Couldn't analyze abstract,,,
64,"Berkes, F. and D.Armitage, 2010: Co-management institutions, knowledge, and learning: adapting to change in the Arctic. Études Inuit Studies, 34(1), 109-131.",https://doi.org/10.7202/045407ar,https://www.erudit.org/fr/revues/etudinuit/2010-v34-n1-etudinuit3992/045407ar/,10.7202/045407ar,Publisher link; Couldn't analyze abstract,,,
65,"Berkes, F., 2012: Sacred Ecology. 3rd edn., Routledge, Abingdon, UK and New York, NY, USA, 363 pp.",https://doi.org/10.4324/9780203123843,https://www.taylorfrancis.com/books/mono/10.4324/9780203123843/sacred-ecology-fikret-berkes,10.4324/9780203123843,Publisher link; Couldn't analyze abstract,,,
66,"Berkes, F., T. Hughes, R. Steneck, J.A. Wilson, D. Bellwood, B. Crona, C. Folke, L. Gunderson, H. Leslie, and J. Norberg, 2006: Globalization, roving bandits, and marine resources. Science, 311(5767), 1557-1558.",https://doi.org/10.1126/science.1122804,https://www.science.org/doi/10.1126/science.1122804,10.1126/science.1122804,Publisher link,,,
67,"Berkman, P.A., 2010: Environmental Security in the Arctic Ocean. Routledge, Abingdon, UK and New York, NY, USA, 160 pp.",,,,,,,
68,"Bernauer, T. and T. Siegfried, 2012: Climate change and international water conflict in Central Asia. Journal of Peace Research, 49(1), 227-239.",https://doi.org/10.1177/0022343311425843,https://journals.sagepub.com/doi/10.1177/0022343311425843,10.1177/0022343311425843,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
69,"Bernauer, T., T. Böhmelt, and V. Koubi, 2012: Environmental changes and violent conflict. Environmental Research Letters, 7(1), 015601, doi:10.1088/1748- 9326/7/1/015601.",https://doi.org/10.1088/1748-9326/7/1/015601,https://validate.perfdrive.com/?ssa=7d3dd760-eb8c-47aa-988c-4adba5f42f57&ssb=16565298569&ssc=https%3A%2F%2Fiopscience.iop.org%2Farticle%2F10.1088%2F1748-9326%2F7%2F1%2F015601&ssi=cd881ff5-8427-44c4-af94-790cbaa70feb&ssk=support@shieldsquare.com&ssm=05901164168215745107567637119950&ssn=19c2019f4478fc5b0f7eeab25b052e340f7c3e7ab518-db2e-4aae-975093&sso=be9b23e6-631eeeec2cd93d2f8afd8ebd0b7c0f16a62daad0d844867a&ssp=78138838661659138107165913843129164&ssq=10448801951806833332719518561144019200936&ssr=MTMxLjEwNC4yMy45NA==&sst=python-requests/2.26.0&ssv=&ssw=&ssx=W10=,10.1088/1748-9326/7/1/015601,Publisher link; Couldn't analyze abstract,,,
70,"Berrang-Ford, L., J.D. Ford, and J. Paterson, 2011: Are we adapting to climate change?",https://doi.org/10.1016/j.gloenvcha.2010.09.012,https://linkinghub.elsevier.com/retrieve/pii/S0959378010000968,10.1016/j.gloenvcha.2010.09.012,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
71,"Betancourt, T.S., M.K.S. Fawzi, C. Bruderlein, C. Desmond, and J.Y. Kim, 2010: Children affected by HIV/AIDS: SAFE, a model for promoting their security, health, and development. Psychology, Health and Medicine, 15(3), 243-265.",https://doi.org/10.1080/13548501003623997,https://www.tandfonline.com/doi/full/10.1080/13548501003623997,10.1080/13548501003623997,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
72,"Bettini, G., 2013: Climate barbarians at the gate? A critique of apocalyptic narratives on 'climate refugees'. Geoforum, 45, 63-72.",https://doi.org/10.1016/j.geoforum.2012.09.009,https://linkinghub.elsevier.com/retrieve/pii/S0016718512001947,10.1016/j.geoforum.2012.09.009,Publisher link; Analyzed abstract; Couldn't export the abstract,0,0,0
73,"Beymer-Farris, B.A. and T.J. Bassett, 2012: The REDD menace: resurgent protectionism in Tanzania's mangrove forests. Global Environmental Change, 22(2), 332-341. Beymer-Farris, B.A., and T.J. Bassett, 2013: Environmental narratives and politics in Tanzania's Rufiji Delta: a reply to Burgess et al. Global Environmental Change,",https://doi.org/10.1016/j.gloenvcha.2011.11.006,https://linkinghub.elsevier.com/retrieve/pii/S0959378011001932,10.1016/j.gloenvcha.2011.11.006,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,1
74,"Biermann, F. and I. Boas, 2008: Protecting climate refugees: the case for a global protocol. Environment: Science and Policy for Sustainable Development, 50(6), 8-17.",,,,,,,
75,"Biermann, F. and I. Boas, 2012: Climate change and human migration: towards a global governance system to protect climate refugees. In: Climate Change, Human Security and Violent Conflict: Challenges for Societal Stability [Scheffran, J., M. Brzoska, H.G. Brauch, P.M. Link, and J. Schilling (eds.)]. Springer-Verlag Berlin Heidelberg, Germany, pp. 291-300.",https://doi.org/10.1007/978-3-642-28626-1_15,https://link.springer.com/chapter/10.1007/978-3-642-28626-1_15,10.1007/978-3-642-28626-1_15,Publisher link; Analyzed abstract; Couldn't export the abstract,0,1,0
76,"Black, D.R. and L.A. Swatuk, 2009: Human security in North America: a Canadian perspective. In: Facing Global Environmental Change: Environmental, Human, Energy, Food, Health and Water Security Concepts [Brauch, H.G., Ú. Oswald Spring, J. Grin, C. Mesjasz, P. Kameri-Mbote, N.C. Behera, B. Chourou, and H. Krummenacher (eds.)]. Springer-Verlag Berlin Heidelberg, Germany, pp. 1087- 1096.",,,,,,,
